Date,Sales
2021-03-21,186.48173466918723
2021-03-22,162.81172773097956
2021-03-23,205.1797595872531
2021-03-24,176.58741299251156
2021-03-25,203.0361714696982
2021-03-26,188.5274155947353
2021-03-27,166.06241953889298
2021-03-28,185.642347877647
2021-03-29,160.2682526740172
2021-03-30,182.94107084369188
2021-03-31,186.6616218085369
2021-04-01,189.43060544436614
2021-04-02,173.2486003281134
2021-04-03,186.11606228879523
2021-04-04,187.03332326589424
2021-04-05,158.0005904780217
2021-04-06,170.01794590394184
2021-04-07,201.0853460772571
2021-04-08,193.2026221952693
2021-04-09,183.36948054174314
2021-04-10,166.58550322251426
2021-04-11,171.8501492120985
2021-04-12,187.1627557086821
2021-04-13,204.52253979409858
2021-04-14,178.92860039463523
2021-04-15,173.3799205377584
2021-04-16,199.8753698991057
2021-04-17,167.41370763336576
2021-04-18,211.99358548195642
2021-04-19,187.61355114971755
2021-04-20,167.27205194216205
2021-04-21,204.96743865417517
2021-04-22,194.69796970042356
2021-04-23,181.46181547712882
2021-04-24,202.25706294428218
2021-04-25,189.08172041682363
2021-04-26,202.93372255278672
2021-04-27,198.8109355259157
2021-04-28,211.71116236980052
2021-04-29,187.6321484801456
2021-04-30,196.57158726139144
2021-05-01,193.52712590354793
2021-05-02,186.4963712747707
2021-05-03,152.4768959149231
2021-05-04,212.46624411511274
2021-05-05,179.46193806797683
2021-05-06,211.46148407331236
2021-05-07,205.4623787835103
2021-05-08,170.46211547315085
2021-05-09,204.458190317059
2021-05-10,204.44810866109606
2021-05-11,217.42939126998266
2021-05-12,202.39958053650543
2021-05-13,222.3562466365564
2021-05-14,203.29699361459024
2021-05-15,192.21946538425806
2021-05-16,211.12135162918952
2021-05-17,217.00039358914452
2021-05-18,212.85438971704366
2021-05-19,208.681201192709
2021-05-20,206.47875727950637
2021-05-21,179.2450605104734
2021-05-22,230.9781916909448
2021-05-23,213.67631470514607
2021-05-24,215.337681114717
2021-05-25,200.9606345376488
2021-05-26,212.54361479666744
2021-05-27,223.08516182667364
2021-05-28,212.58391933145327
2021-05-29,218.03863818050064
2021-05-30,225.44817953744658
2021-05-31,192.8115177122565
2021-06-01,248.1277427300554
2021-06-02,214.3960626101461
2021-06-03,217.6158053495124
2021-06-04,248.78642060584073
2021-06-05,205.9074810758436
2021-06-06,198.9786835654344
2021-06-07,197.99984974907218
2021-06-08,193.97092661637532
2021-06-09,235.89198660488515
2021-06-10,233.7632274186473
2021-06-11,199.58497153306487
2021-06-12,224.35766538726386
2021-06-13,229.08187826599314
2021-06-14,209.75830087385955
2021-06-15,229.38774360546893
2021-06-16,212.9711345158051
2021-06-17,210.50951699593062
2021-06-18,234.00404715982978
2021-06-19,227.45599094893896
2021-06-20,194.8667209616156
2021-06-21,215.23771301548706
2021-06-22,206.57054245128757
2021-06-23,208.866880187442
2021-06-24,235.12848853527612
2021-06-25,204.35721678533503
2021-06-26,243.55499657586338
2021-06-27,215.7238370550471
2021-06-28,200.86581984913263
2021-06-29,215.98309384902603
2021-06-30,221.07786982842862
2021-07-01,184.1524149069883
2021-07-02,177.20904687233326
2021-07-03,203.2501283752084
2021-07-04,198.2780610122529
2021-07-05,186.29527931123837
2021-07-06,207.3042446338314
2021-07-07,177.30743901115108
2021-07-08,174.30735892756036
2021-07-09,208.30650906825912
2021-07-10,193.30739604633868
2021-07-11,192.31252212500792
2021-07-12,208.32437895071334
2021-07-13,192.345441312849
2021-07-14,174.37816094568436
2021-07-15,163.42496038803367
2021-07-16,172.48822691604454
2021-07-17,202.5703065643017
2021-07-18,228.6734982502192
2021-07-19,180.80004801643742
2021-07-20,162.95214340564345
2021-07-21,193.13190798190428
2021-07-22,185.34139601223308
2021-07-23,189.58258732170913
2021-07-24,151.85738233503633
2021-07-25,183.16759731695873
2021-07-26,174.5149598234533
2021-07-27,181.90110437509267
2021-07-28,186.3275683634134
2021-07-29,190.79578820054252
2021-07-30,174.30709572172543
2021-07-31,189.86271484976498
2021-08-01,204.4637585297257
2021-08-02,213.11122594157985
2021-08-03,185.80599999777664
2021-08-04,207.54884513200156
2021-08-05,146.34040538466394
2021-08-06,175.18120278990764
2021-08-07,184.07163606818457
2021-08-08,196.01197962766543
2021-08-09,176.0023828769887
2021-08-10,197.04286985106893
2021-08-11,178.1333391509018
2021-08-12,213.27356419751618
2021-08-13,168.46319379943787
2021-08-14,185.70175303224312
2021-08-15,160.9886444279996
2021-08-16,182.32314947161564
2021-08-17,182.70443040035022
2021-08-18,184.13153230197696
2021-08-19,201.60338550634702
2021-08-20,165.11880826436158
2021-08-21,194.67650970764436
2021-08-22,193.2750930815015
2021-08-23,166.91305924307233
2021-08-24,179.5888104159096
2021-08-25,182.30065419158603
2021-08-26,209.0468077683052
2021-08-27,187.82540241590124
2021-08-28,184.6344881560449
2021-08-29,189.47203864593416
2021-08-30,188.33595625323875
2021-08-31,191.224077309588
2021-09-01,197.13417752944522
2021-09-02,168.0639775807963
2021-09-03,175.011148793702
2021-09-04,176.97331899241598
2021-09-05,180.94807843646234
2021-09-06,217.93298585579382
2021-09-07,204.9255745649149
2021-09-08,184.923358640658
2021-09-09,183.92383914813948
2021-09-10,185.924510399304
2021-09-11,182.92286622838154
2021-09-12,189.91640626854112
2021-09-13,203.90264221402106
2021-09-14,209.87910405205264
2021-09-15,177.8433462489689
2021-09-16,220.79295387500645
2021-09-17,192.7255486524596
2021-09-18,203.63879491204048
2021-09-19,214.53040544252698
2021-09-20,208.39814721904798
2021-09-21,172.23984699565978
2021-09-22,221.0533967482073
2021-09-23,212.83675895383806
2021-09-24,192.58797169394694
2021-09-25,215.30515356777116
2021-09-26,204.9865084043295
2021-09-27,202.63032976090503
2021-09-28,197.23500519680456
2021-09-29,220.7990203116917
2021-09-30,230.32096253837906
2021-10-01,194.79952468058127
2021-10-02,221.23350818676784
2021-10-03,215.621826151917
2021-10-04,209.96350603965286
2021-10-05,225.25769211794756
2021-10-06,223.5036476022891
2021-10-07,198.7007565009469
2021-10-08,208.84852515771348
2021-10-09,205.94658348825885
2021-10-10,204.9946859070012
2021-10-11,195.992711942172
2021-10-12,215.94066653753586
2021-10-13,199.8386800400088
2021-10-14,234.68700787320657
2021-10-15,204.48602989773997
2021-10-16,245.2362494598599
2021-10-17,221.93829213083436
2021-10-18,230.59290414021478
2021-10-19,211.20095050691572
2021-10-20,217.76341287278814
2021-10-21,197.28138704411253
2021-10-22,207.75608024716894
2021-10-23,199.18880810475727
2021-10-24,216.58099134124026
2021-10-25,207.9341522243611
2021-10-26,206.24991075274718
2021-10-27,202.52998059864865
2021-10-28,223.7761648160724
2021-10-29,210.9903513250611
2021-10-30,205.17450818342644
2021-10-31,191.33067865777858
2021-11-01,237.46097610619634
2021-11-02,181.56757868535442
2021-11-03,210.65272389536338
2021-11-04,188.71870297598508
2021-11-05,191.76785516825788
2021-11-06,188.80256185590338
2021-11-07,210.82524060118755
2021-11-08,196.83833909017315
2021-11-09,197.84432900252762
2021-11-10,197.8456998212393
2021-11-11,197.84495259774556
2021-11-12,209.84459368808797
2021-11-13,185.84712847578203
2021-11-14,191.85505509712272
2021-11-15,217.87085818464047
2021-11-16,199.8970026443773
2021-11-17,175.93592748256734
2021-11-18,197.99003969718333
2021-11-19,213.06170824964718
2021-11-20,174.15325813180246
2021-11-21,179.26696454300802
2021-11-22,200.4050471919363
2021-11-23,181.5696647373469
2021-11-24,167.76290938175902
2021-11-25,167.98680163156234
2021-11-26,199.24328523668981
2021-11-27,173.53422232252592
2021-11-28,193.86138872624215
2021-11-29,192.22646954924014
2021-11-30,172.6310549368411
2021-12-01,186.07663609579134
2021-12-02,180.56460155955787
2021-12-03,165.0962337107676
2021-12-04,181.67270556949984
2021-12-05,208.29507785547557
2021-12-06,188.96429633150106
2021-12-07,189.6811894348196
2021-12-08,183.4464662023031
2021-12-09,177.2607144946801
2021-12-10,207.12439952424765
2021-12-11,178.03786268975432
2021-12-12,161.00132072137217
2021-12-13,198.01486513789942
2021-12-14,184.07846201755302
2021-12-15,150.1919520829253
2021-12-16,194.3550510998916
2021-12-17,173.56735058947052
2021-12-18,181.82831885085307
2021-12-19,175.13730229303923
2021-12-20,191.49352707174654
2021-12-21,169.89610102749128
2021-12-22,164.34401591998815
2021-12-23,182.83614995327252
2021-12-24,206.37127058522125
2021-12-25,186.94803761443546
2021-12-26,167.5650065367544
2021-12-27,185.2206321629938
2021-12-28,158.91327248884855
2021-12-29,173.64119280726717
2021-12-30,174.402570052999
2021-12-31,191.1954973684332
2022-01-01,201.01798887929402
2022-01-02,190.8679846682328
2022-01-03,186.74335593385905
2022-01-04,174.6419103222909
2022-01-05,187.56139741787166
2022-01-06,199.49951437930136
2022-01-07,203.45391170706728
2022-01-08,183.42219912772939
2022-01-09,209.4019515803235
2022-01-10,203.3907152898891
2022-01-11,176.38601391291115
2022-01-12,208.38535473928425
2022-01-13,215.3862349352668
2022-01-14,208.3861478117897
2022-01-15,193.3825891024206
2022-01-16,190.37306323526064
2022-01-17,189.35508958306588
2022-01-18,202.32620867594028
2022-01-19,221.2839883610401
2022-01-20,197.22602989386334
2022-01-21,212.14997394586854
2022-01-22,214.05350651337685
2022-01-23,211.93436471295857
2022-01-24,222.7903424487901
2022-01-25,229.61929593778694
2022-01-26,233.41914907867536
2022-01-27,210.1878986515563
2022-01-28,203.92361933493888
2022-01-29,219.6244685276782
2022-01-30,197.28869096374186
2022-01-31,200.91462310824664
2022-02-01,196.50069732375613
2022-02-02,207.04544579640444
2022-02-03,223.54750421201368
2022-02-04,205.00561517299764
2022-02-05,200.41863134749494
2022-02-06,237.78551834284386
2022-02-07,223.10535729620292
2022-02-08,204.3773471758288
2022-02-09,216.60080678724796
2022-02-10,220.77517647929778
2022-02-11,203.9000195457643
2022-02-12,195.97502331910616
2022-02-13,208.99999995352567
2022-02-14,210.97488689542578
2022-02-15,228.89974704007457
2022-02-16,222.77476857408502
2022-02-17,226.60026450410447
2022-02-18,229.3766718728944
2022-02-19,223.10455066476342
2022-02-20,218.78458240309533
2022-02-21,211.41756844348407
2022-02-22,197.00442796675122
2022-02-23,227.54619567687146
2022-02-24,225.0440192095726
2022-02-25,205.49915625809948
2022-02-26,228.91297142334045
2022-02-27,205.28693279620555
2022-02-28,208.62260828081537
2022-03-01,237.9216616677092
2022-03-02,245.1858484669073
2022-03-03,197.4170115112629
2022-03-04,230.61707634111576
2022-03-05,224.788046381806
2022-03-06,217.931997926126
2022-03-07,198.05107493427707
2022-03-08,238.14748366435404
2022-03-09,192.2234871468059
2022-03-10,230.28139951671065
2022-03-11,213.32358021805967
2022-03-12,234.35242809456648
2022-03-13,221.37037538179945
2022-03-14,194.37988161568538
2022-03-15,189.3834274726393
2022-03-16,175.38350855674884
2022-03-17,192.38262914957184
2022-03-18,171.38329593820183
2022-03-19,199.38801173730874
2022-03-20,188.399269220878
2022-03-21,215.41954467934679
2022-03-22,182.45129181777273
2022-03-23,211.49693561056733
2022-03-24,211.55886622818483
2022-03-25,219.63943305097692
2022-03-26,202.74093878520586
2022-03-27,188.86563369595208
2022-03-28,201.01570997135968
2022-03-29,185.19329623233514
2022-03-30,175.40045220144881
2022-03-31,180.63916354439144
2022-04-01,176.911336896905
2022-04-02,150.2187950896427
2022-04-03,179.56327258291773
2022-04-04,196.94641112277395
2022-04-05,180.36975562925826
2022-04-06,212.834750327192
2022-04-07,187.3427351291321
2022-04-08,210.89494227958073
2022-04-09,185.4924932688478
2022-04-10,169.13639602429578
2022-04-11,168.82754238600103
2022-04-12,192.5667058731542
2022-04-13,176.35453974679314
2022-04-14,188.1915753737206
2022-04-15,194.07822089570456
2022-04-16,168.0147602072931
2022-04-17,184.00135224480513
2022-04-18,157.0380305882766
2022-04-19,170.12470337736
2022-04-20,198.26115354138702
2022-04-21,186.4470393430189
2022-04-22,157.68189523412215
2022-04-23,175.96513302172687
2022-04-24,191.2960433411468
2022-04-25,157.67379743257248
2022-04-26,190.09744921668735
2022-04-27,199.56593766410887
2022-04-28,182.07808945272026
2022-04-29,198.63262190623783
2022-04-30,191.2281462066539
2022-05-01,174.86317087251024
2022-05-02,198.5361054942904
2022-05-03,195.24526471757594
2022-05-04,194.98887246399062
2022-05-05,192.7650663793615
2022-05-06,172.57190249795622
2022-05-07,208.40736011111542
2022-05-08,205.26934682808638
2022-05-09,184.1557038163837
2022-05-10,176.06421120855185
2022-05-11,207.9925936617893
2022-05-12,198.93852605650955
2022-05-13,199.8996393195672
2022-05-14,207.87352635756562
2022-05-15,207.857748085385
2022-05-16,235.84983953483373
2022-05-17,203.84731602812334
2022-05-18,178.84767940070583
2022-05-19,208.84842425788838
2022-05-20,192.84704424955578
2022-05-21,175.84103834728595
2022-05-22,197.82791710813703
2022-05-23,215.805208909419
2022-05-24,216.7704661388348
2022-05-25,205.72127132448762
2022-05-26,215.65524318940217
2022-05-27,205.57004261539626
2022-05-28,193.46337850136632
2022-05-29,218.3330135013149
2022-05-30,187.17676962774937
2022-05-31,217.99253370641807
2022-06-01,244.77826266872287
2022-06-02,210.53198866855286
2022-06-03,211.25182401072493
2022-06-04,210.93596587868717
2022-06-05,236.58270084964528
2022-06-06,203.19040918580373
2022-06-07,222.75756889097391
2022-06-08,235.28275952239053
2022-06-09,259.7646657481884
2022-06-10,236.20208064163106
2022-06-11,230.59390870384019
2022-06-12,229.93916860745563
2022-06-13,201.23699565435484
2022-06-14,243.48664394127593
2022-06-15,232.68748822792094
2022-06-16,199.83902550286058
2022-06-17,227.94087624331866
2022-06-18,205.9927853656809
2022-06-19,191.99462286434817
2022-06-20,209.9463841373332
2022-06-21,211.84818999778656
2022-06-22,215.70028637142164
2022-06-23,223.50304368059764
2022-06-24,227.25695591660246
2022-06-25,230.9626394024591
2022-06-26,217.62083124935413
2022-06-27,201.23238751055402
2022-06-28,222.79828103743287
2022-06-29,219.31959904298122
2022-06-30,209.79754037889768
2022-07-01,193.23341253308334
2022-07-02,174.6286283550584
2022-07-03,210.98470251750226
2022-07-04,217.30324772277908
2022-07-05,227.58597066394955
2022-07-06,196.8346677503842
2022-07-07,218.05122060868393
2022-07-08,180.23759137017487
2022-07-09,219.3958177567809
2022-07-10,218.5280079775802
2022-07-11,201.63633544882805
2022-07-12,183.72303335066937
2022-07-13,208.79038903417313
2022-07-14,203.84073829269693
2022-07-15,205.87645951192835
2022-07-16,179.89996771325463
2022-07-17,191.91370850537857
2022-07-18,220.9201519593293
2022-07-19,185.92178642220716
2022-07-20,206.92111228515682
2022-07-21,200.92063572117596
2022-07-22,183.9228624084435
2022-07-23,170.9302912548872
2022-07-24,184.94540813970713
2022-07-25,212.97067968752933
2022-07-26,204.00854709078246
2022-07-27,187.0614199957688
2022-07-28,210.13167046774217
2022-07-29,188.22162705010697
2022-07-30,189.33356893261686
2022-07-31,211.46972024317927
2022-08-01,178.63224447756107
2022-08-02,210.82323908094676
2022-08-03,192.0447301949192
2022-08-04,196.29866758301915
2022-08-05,194.58691974759245
2022-08-06,169.91126925015467
2022-08-07,229.27340824699306
2022-08-08,200.6749342511873
2022-08-09,172.11734613166237
2022-08-10,180.60204035929453
2022-08-11,176.13030750947132
2022-08-12,165.70332902986542
2022-08-13,224.32217428151714
2022-08-14,186.98779786063602
2022-08-15,192.70103720782944
2022-08-16,168.4626105107453
2022-08-17,164.2731149053823
2022-08-18,173.13302498057183
2022-08-19,177.04269158937765
2022-08-20,185.00234097038975
2022-08-21,164.0120741811133
2022-08-22,187.07186684487158
2022-08-23,196.18156921185712
2022-08-24,183.34090653417775
2022-08-25,167.54947975395842
2022-08-26,170.80676650277564
2022-08-27,182.11212240992097
2022-08-28,144.4647827162178
2022-08-29,179.86386418934873
2022-08-30,174.30836733589746
2022-08-31,146.7971789045647
2022-09-01,189.3290746742889
2022-09-02,181.90272252028902
2022-09-03,183.51668575035075
2022-09-04,167.16942670299986
2022-09-05,177.85931059855196
2022-09-06,172.58460963339286
2022-09-07,231.3435073072364
2022-09-08,195.13410297252133
2022-09-09,206.95441659455395
2022-09-10,197.80239371047466
2022-09-11,220.67591057462855
2022-09-12,191.57277947745368
2022-09-13,210.49075422456625
2022-09-14,201.4275357623197
2022-09-15,181.38077793574942
2022-09-16,191.34809336448166
2022-09-17,175.32705942189108
2022-09-18,215.31522430253185
2022-09-19,201.3101131626467
2022-09-20,218.3092343183752
2022-09-21,193.3100854861375
2022-09-22,215.3101600495652
2022-09-23,215.3069533372836
2022-09-24,218.2979688958225
2022-09-25,206.2807247419457
2022-09-26,198.25275957873978
2022-09-27,202.21163895989443
2022-09-28,202.1549613867358
2022-09-29,196.08036432274304
2022-09-30,196.98553011048472
2022-10-01,213.8681917761562
2022-10-02,215.72613870718075
2022-10-03,206.55722218865472
2022-10-04,213.35936078477098
2022-10-05,208.13054555174315
2022-10-06,216.8688450691739
2022-10-07,218.5724102772683
2022-10-08,229.23947910777505
2022-10-09,249.86838089706004
2022-10-10,202.45754057025684
2022-10-11,223.00548258601847
2022-10-12,206.5108346319872
2022-10-13,211.97233106173036
2022-10-14,217.38881606453197
2022-10-15,209.75924656010318
2022-10-16,233.08269481096062
2022-10-17,211.35835074593092
2022-10-18,228.58552398896123
2022-10-19,215.76364558815567
2022-10-20,204.89226944070643
2022-10-21,204.97107341015155
2022-10-22,228.99986013316058
2022-10-23,222.9785575138282
2022-10-24,257.9072189042371
2022-10-25,233.78602297083867
2022-10-26,251.6152732469856
2022-10-27,207.39539737273705
2022-10-28,223.12694602384107
2022-10-29,212.81059153257527
2022-10-30,230.44712620390132
2022-10-31,233.03746033114896
2022-11-01,224.58261991620083
2022-11-02,222.0837440998859
2022-11-03,219.54208230901943
2022-11-04,225.9589911272322
2022-11-05,202.335930897428
2022-11-06,218.67446206437694
2022-11-07,201.97624126660594
2022-11-08,217.24301718737246
2022-11-09,220.4766261751148
2022-11-10,208.6789876443449
2022-11-11,191.85209926850496
2022-11-12,219.99803197682428
2022-11-13,199.11892476770964
2022-11-14,194.2169793516557
2022-11-15,195.2944546370958
2022-11-16,180.35366107300015
2022-11-17,178.39695486239145
2022-11-18,192.42673206127154
2022-11-19,222.445422577735
2022-11-20,203.45548408630265
2022-11-21,194.4593958727124
2022-11-22,202.4596526245874
2022-11-23,198.458758183528
2022-11-24,200.4592192742802
2022-11-25,182.46353922668078
2022-11-26,182.4742117061074
2022-11-27,173.4937144681309
2022-11-28,205.52450315301553
2022-11-29,200.5690051356047
2022-11-30,218.629613445999
2022-12-01,187.70868077624803
2022-12-02,192.80851358807035
2022-12-03,190.9313663363545
2022-12-04,166.07943582291247
2022-12-05,169.25485569462234
2022-12-06,199.45969109974328
2022-12-07,147.69593351578266
2022-12-08,175.9654957618722
2022-12-09,162.27020720814082
2022-12-10,186.61180919408616
2022-12-11,179.9919506674159
2022-12-12,187.41218405428407
2022-12-13,206.87396137126316
2022-12-14,162.37863058879142
2022-12-15,176.9274322552011
2022-12-16,199.5214963897846
2022-12-17,194.16183965267834
2022-12-18,156.84936279865315
2022-12-19,165.5848484211877
2022-12-20,174.36895899247523
2022-12-21,186.20223520427214
2022-12-22,162.08509461374373
2022-12-23,205.01783059769872
2022-12-24,184.0006116178316
2022-12-25,165.0334807988128
2022-12-26,176.1163558202837
2022-12-27,174.24902912302667
2022-12-28,172.4311684287939
2022-12-29,177.66231757249335
2022-12-30,186.94189764464684
2022-12-31,186.26920844126045
2023-01-01,164.6434302174741
2023-01-02,194.06362574060054
2023-01-03,153.52874263740958
2023-01-04,166.03761602978133
2023-01-05,175.58897145212492
2023-01-06,192.18142804325862
2023-01-07,198.81350200475472
2023-01-08,177.48361031709072
2023-01-09,187.19007470429653
2023-01-10,168.9311258371717
2023-01-11,185.70490776454233
2023-01-12,182.50948256146322
2023-01-13,204.3428351827201
2023-01-14,202.20287850948043
2023-01-15,188.08745857644942
2023-01-16,202.994359966444
2023-01-17,193.92131135887013
2023-01-18,229.86599121821132
2023-01-19,174.82603360827764
2023-01-20,193.79903411765753
2023-01-21,174.7825558815283
2023-01-22,180.77413568474756
2023-01-23,208.77129013093668
2023-01-24,194.77152186210995
2023-01-25,198.7723258132681
2023-01-26,214.77119548629634
2023-01-27,210.7656292274491
2023-01-28,192.75313649270464
2023-01-29,202.73124408529307
2023-01-30,212.69750234978076
2023-01-31,212.6494913071937
2023-02-01,180.5848267158187
2023-02-02,191.50116604249902
2023-02-03,209.39621432947374
2023-02-04,174.26772994206314
2023-02-05,220.11353018280943
2023-02-06,185.93149675800782
2023-02-07,206.71958108294166
2023-02-08,207.47580941253037
2023-02-09,221.1982877845446
2023-02-10,199.8852067630046
2023-02-11,222.5348459698857
2023-02-12,206.14557839377798
2023-02-13,207.71587446471176
2023-02-14,222.24430588494164
2023-02-15,204.72954920609692
2023-02-16,223.1703891437369
2023-02-17,224.56572162101284
2023-02-18,231.9145565338108
2023-02-19,222.21602023045278
2023-02-20,233.4693576997434
2023-02-21,200.67393446188424
2023-02-22,245.82923815751843
2023-02-23,214.93487983092703
2023-02-24,216.99059490416252
2023-02-25,248.9962438396802
2023-02-26,200.9518124898079
2023-02-27,239.85741213217852
2023-02-28,210.71327919103703
2023-03-01,237.5197746451194
2023-03-02,243.2773831235871
2023-03-03,229.9867116922806
2023-03-04,234.64848833333264
2023-03-05,230.26356012194768
2023-03-06,202.8328911049156
2023-03-07,182.35755988617086
2023-03-08,198.83875692544586
2023-03-09,231.2777815567826
2023-03-10,215.67603873437085
2023-03-11,225.03503551386143
2023-03-12,218.35637727796924
2023-03-13,204.6417637158161
2023-03-14,220.8929845660863
2023-03-15,218.11191513465275
2023-03-16,195.30051159790304
2023-03-17,188.46080610352487
2023-03-18,223.59490168102445
2023-03-19,210.70496697472026
2023-03-20,212.79323081240776
2023-03-21,200.86197662329346
2023-03-22,207.9135367191826
2023-03-23,215.95028645323885
2023-03-24,214.97463827095015
2023-03-25,237.9890356681948
2023-03-26,194.99594707154472
2023-03-27,192.99785965612796
2023-03-28,197.99727311653788
2023-03-29,218.9966934063854
2023-03-30,192.99862646217773
2023-03-31,205.00557192723784
2023-04-01,201.02001689138734
2023-04-02,208.04442966206702
2023-04-03,198.08125358249993
2023-04-04,199.13290091237477
2023-04-05,195.20174678637972
2023-04-06,193.2901232657128
2023-04-07,197.40031349747184
2023-04-08,179.5345459965463
2023-04-09,188.69498906433728
2023-04-10,158.8837453582787
2023-04-11,200.10284662576527
2023-04-12,199.3542486156713
2023-04-13,183.63982618020873
2023-04-14,177.96136857938754
2023-04-15,161.3205749998425
2023-04-16,187.7190502992456
2023-04-17,189.15830098696523
2023-04-18,188.63973145103614
2023-04-19,162.16464044089173
2023-04-20,197.7342178146655
2023-04-21,184.34954155921008
2023-04-22,166.01157509029542
2023-04-23,173.72116483974904
2023-04-24,170.47903813558025
2023-04-25,170.28580138039868
2023-04-26,199.14193853268793
2023-04-27,166.0478098947392
2023-04-28,178.0036512102796
2023-04-29,162.0095730740558
2023-04-30,190.0655606548509
2023-05-01,177.17147373262927
2023-05-02,192.3270470497153
2023-05-03,184.53189097512723
2023-05-04,191.78549248040196
2023-05-05,216.08721642446693
2023-05-06,151.43630714434116
2023-05-07,171.83189034768168
2023-05-08,204.27297530243501
2023-05-09,172.75845731811083
2023-05-10,181.2871205124617
2023-05-11,156.85764085664215
2023-05-12,143.46858949121784
2023-05-13,207.1184363047229
2023-05-14,186.8055537657997
2023-05-15,180.52822099932686
2023-05-16,215.284628096324
2023-05-17,185.0728806468415
2023-05-18,177.89100448448036
2023-05-19,175.7369506306626
2023-05-20,188.60860042626547
2023-05-21,195.50377083777192
2023-05-22,172.4202199246432
2023-05-23,181.35565245422566
2023-05-24,211.30772565012467
2023-05-25,196.27405505965297
2023-05-26,214.25222052565493
2023-05-27,170.23977224775388
2023-05-28,200.23423691783842
2023-05-29,197.23312391442576
2023-05-30,217.23393154038376
2023-05-31,199.2341532883941
2023-06-01,208.23128411846028
2023-06-02,175.22282673174274
2023-06-03,218.2062978250045
2023-06-04,191.17923431000693
2023-06-05,190.1391994822754
2023-06-06,218.08378912378913
2023-06-07,195.01063752430736
2023-06-08,227.9174234062553
2023-06-09,197.80187573832694
2023-06-10,163.66177942324938
2023-06-11,209.49498084545866
2023-06-12,213.29939326479786
2023-06-13,192.07300204272497
2023-06-14,228.8138696879448
2023-06-15,201.52014070882552
2023-06-16,206.1900462604497
2023-06-17,218.82190857465832
2023-06-18,229.4141451619962
2023-06-19,240.96527277503182
2023-06-20,201.47391112312835
2023-06-21,230.9387863293597
2023-06-22,235.35873412091627
2023-06-23,200.73270274500783
2023-06-24,225.0597556029627
2023-06-25,217.33907359592425
2023-06-26,195.5699571762718
2023-06-27,233.75182809962658
2023-06-28,225.8842308730561
2023-06-29,238.96683389584913
2023-06-30,203.9994302900045
2023-07-01,221.98193841835402
2023-07-02,228.9144020890214
2023-07-03,194.79699044570557
2023-07-04,205.62999754406277
2023-07-05,234.41384161524886
2023-07-06,228.1490640184655
2023-07-07,217.83632788513478
2023-07-08,216.47641645809637
2023-07-09,218.07023112998817
2023-07-10,210.61878918572197
2023-07-11,226.12322125470948
2023-07-12,195.58476847921776
2023-07-13,198.0047794059481
2023-07-14,213.38470660862103
2023-07-15,220.72610305002817
2023-07-16,208.03061819266026
2023-07-17,212.29999386765442
2023-07-18,217.53605991240406
2023-07-19,218.74072958776
2023-07-20,218.9159947862973
2023-07-21,195.0639210436517
2023-07-22,197.18664236541665
2023-07-23,198.2863558825598
